Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Park Services including Waterways,Boulevard - Flemington Road,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Elizabeth Street,Water,Water,0,kL,0,05/15/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Elizabeth Street,Water,Water,0,kL,0,08/15/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Elizabeth Street,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Elizabeth Street,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Elizabeth Street,Water,Water,6,kL,8.16,08/08/2013 12:00:00 AM,11/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,0,kL,0,05/11/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens North,Water,Water,0,kL,0,02/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/06/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/06/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,477,kL,648.72,08/06/2013 12:00:00 AM,11/03/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,02/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/09/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,11/03/2012 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/07/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,02/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,05/08/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Boulevard - Royal Parade,Water,Water,0,kL,0,08/06/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Birrarung Marr,Water,Water,265,kL,495.8956521739,05/14/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Birrarung Marr,Water,Water,386,kL,524.96,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Birrarung Marr,Water,Water,4875,kL,6630,11/13/2013 12:00:00 AM,02/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Birrarung Marr,Water,Water,1382,kL,1879.52,02/14/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,1,kL,1.8606521739,05/15/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,1,kL,1.36,08/15/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,2,kL,2.72,11/15/2013 12:00:00 AM,02/14/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,2,kL,2.72,02/15/2014 12:00:00 AM,05/15/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Water,Water,105,kL,201.4419354839,05/09/2013 12:00:00 AM,08/09/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Water,Water,54,kL,73.44,08/10/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Water,Water,56,kL,76.16,11/09/2013 12:00:00 AM,02/10/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Flinders Lane,Water,Water,55,kL,74.8,02/11/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Flagstaff,Water,Water,897,kL,1730.3419354839,05/08/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Flagstaff,Water,Water,3301,kL,4489.36,08/09/2013 12:00:00 AM,11/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Flagstaff,Water,Water,16051,kL,21829.3599999999,11/09/2013 12:00:00 AM,02/11/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Flagstaff,Water,Water,10928,kL,14862.0799999999,02/12/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Treasury Gardens,Water,Water,148,kL,280.6703157895,05/10/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Treasury Gardens,Water,Water,183,kL,248.88,08/13/2013 12:00:00 AM,11/11/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Treasury Gardens,Water,Water,202,kL,274.72,11/12/2013 12:00:00 AM,02/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Treasury Gardens,Water,Water,209,kL,284.24,02/14/2014 12:00:00 AM,05/12/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Gordon Memorial,Water,Water,293,kL,555.6513684211,05/10/2013 12:00:00 AM,08/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Gordon Memorial,Water,Water,281,kL,382.16,08/13/2013 12:00:00 AM,11/11/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Gordon Memorial,Water,Water,432,kL,587.52,11/12/2013 12:00:00 AM,02/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Gordon Memorial,Water,Water,602,kL,818.72,02/14/2014 12:00:00 AM,05/12/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Water,Water,128,kL,246.3443478261,05/09/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Water,Water,379,kL,515.44,08/09/2013 12:00:00 AM,11/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Water,Water,1740,kL,2366.4,11/08/2013 12:00:00 AM,02/10/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Lincoln Square,Water,Water,1528,kL,2078.08,02/11/2014 12:00:00 AM,05/09/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Water,Water,10,kL,19.1391304348,05/10/2013 12:00:00 AM,08/09/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Water,Water,9,kL,12.24,08/10/2013 12:00:00 AM,11/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Water,Water,13,kL,17.68,11/14/2013 12:00:00 AM,02/12/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Water,Water,6,kL,8.16,02/13/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Fitzroy Gardens Pavilion Cafe,Water,Water,471,kL,901.4530434783,05/10/2013 12:00:00 AM,08/09/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Fitzroy Gardens Pavilion Cafe,Water,Water,145,kL,197.2,08/10/2013 12:00:00 AM,11/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Fitzroy Gardens Pavilion Cafe,Water,Water,154,kL,209.44,11/14/2013 12:00:00 AM,02/12/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Lease - Fitzroy Gardens Pavilion Cafe,Water,Water,142,kL,193.12,02/13/2014 12:00:00 AM,05/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Darling Square,Water,Water,167,kL,227.12,08/14/2013 12:00:00 AM,11/12/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Darling Square,Water,Water,3173,kL,4315.28,11/13/2013 12:00:00 AM,02/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Darling Square,Water,Water,1753,kL,2384.08,02/14/2014 12:00:00 AM,05/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Powlett,Water,Water,4,kL,7.4632258065,05/14/2013 12:00:00 AM,08/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Powlett,Water,Water,494,kL,671.84,08/15/2013 12:00:00 AM,11/14/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Powlett,Water,Water,4249,kL,5778.64,11/15/2013 12:00:00 AM,02/13/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Powlett,Water,Water,1477,kL,2008.72,02/14/2014 12:00:00 AM,05/15/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Water,Water,69,kL,130.1412631579,05/11/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Water,Water,73,kL,99.28,08/14/2013 12:00:00 AM,11/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Water,Water,92,kL,125.12,11/14/2013 12:00:00 AM,02/12/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Fitzroy Gardens West,Water,Water,78,kL,106.08,02/13/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Water,Water,4995,kL,6793.2,08/14/2013 12:00:00 AM,11/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Water,Water,28470,kL,38719.1999999999,11/14/2013 12:00:00 AM,02/14/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Water,Water,12026,kL,16355.3599999999,02/15/2014 12:00:00 AM,05/14/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Fitzroy,Water,Water,3340,kL,6283.4638297872,05/12/2013 12:00:00 AM,08/13/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Macarthur Square,Water,Water,76,kL,147.8860869565,05/07/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Macarthur Square,Water,Water,96,kL,130.56,08/07/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Macarthur Square,Water,Water,996,kL,1354.56,11/07/2013 12:00:00 AM,02/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Macarthur Square,Water,Water,933,kL,1268.88,02/08/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Carlton South,Water,Water,474,kL,644.64,07/01/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Carlton South,Water,Water,221,kL,300.56,08/03/2013 12:00:00 AM,09/03/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Carlton South,Water,Water,468,kL,636.48,09/04/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Carlton South,Water,Water,2732,kL,3715.52,10/03/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Carlton South,Water,Water,25033,kL,34044.8799999999,11/07/2013 12:00:00 AM,02/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Garden - Carlton South,Water,Water,5412,kL,7360.32,02/08/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Toilets - Carlton Gardens North,Water,Water,3,kL,4.08,11/07/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,46,kL,89.02,05/08/2013 12:00:00 AM,08/07/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,180,kL,244.8,08/08/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,2212,kL,3008.32,11/07/2013 12:00:00 AM,02/10/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Street Reserve - Miscellaneous,Water,Water,1535,kL,2087.6,02/11/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Murchison Square,Water,Water,22,kL,42.8091304348,05/07/2013 12:00:00 AM,08/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Murchison Square,Water,Water,81,kL,110.16,08/07/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Murchison Square,Water,Water,737,kL,1002.32,11/07/2013 12:00:00 AM,02/08/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Murchison Square,Water,Water,799,kL,1086.64,02/09/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,979,kL,1331.44,07/01/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1242,kL,1689.12,08/03/2013 12:00:00 AM,09/03/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1115,kL,1516.4,09/04/2013 12:00:00 AM,10/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1160,kL,1577.6,10/03/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1033,kL,1404.88,11/05/2013 12:00:00 AM,12/03/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1293,kL,1758.48,12/04/2013 12:00:00 AM,01/03/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1430,kL,1944.8,01/04/2014 12:00:00 AM,02/04/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1439,kL,1957.04,02/05/2014 12:00:00 AM,03/04/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1407,kL,1913.52,03/05/2014 12:00:00 AM,04/02/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1508,kL,2050.88,04/03/2014 12:00:00 AM,05/02/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1768,kL,2404.48,05/03/2014 12:00:00 AM,06/03/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,1531,kL,2082.16,06/04/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,422,kL,830.7625263158,05/03/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,27345,kL,37189.1999999999,11/04/2013 12:00:00 AM,02/05/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,6764,kL,9199.04,02/06/2014 12:00:00 AM,05/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,176,kL,346.4791578947,05/03/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,160,kL,217.6,08/06/2013 12:00:00 AM,11/03/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,161,kL,218.96,11/04/2013 12:00:00 AM,02/05/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Princes Park,Water,Water,165,kL,224.4,02/06/2014 12:00:00 AM,05/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park South,Water,Water,129,kL,175.44,08/09/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park South,Water,Water,712,kL,968.32,11/07/2013 12:00:00 AM,02/10/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park South,Water,Water,645,kL,877.2,02/11/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park South,Water,Water,67,kL,128.9458695652,05/09/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park South Residence,Water,Water,55,kL,105.8510869565,05/09/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park South Residence,Water,Water,54,kL,73.44,08/09/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park South Residence,Water,Water,57,kL,77.52,11/07/2013 12:00:00 AM,02/10/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park South Residence,Water,Water,52,kL,70.72,02/11/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,6,kL,8.16,11/03/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,1,kL,1.36,02/07/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,16,kL,31.8156521739,05/03/2013 12:00:00 AM,08/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,84,kL,114.24,08/03/2013 12:00:00 AM,11/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,1929,kL,2623.44,11/03/2013 12:00:00 AM,02/05/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,426,kL,579.36,02/06/2014 12:00:00 AM,05/05/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park North Residence,Water,Water,3,kL,5.8569230769,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park North Residence,Water,Water,2,kL,2.72,08/06/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park North Residence,Water,Water,2,kL,2.72,11/05/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park North Residence,Water,Water,2,kL,2.72,02/07/2014 12:00:00 AM,05/07/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,91,kL,175.1354347826,05/09/2013 12:00:00 AM,08/08/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,76,kL,103.36,08/09/2013 12:00:00 AM,11/06/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,99,kL,134.64,11/07/2013 12:00:00 AM,02/11/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,88,kL,119.68,02/12/2014 12:00:00 AM,05/08/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,25,kL,34,08/03/2013 12:00:00 AM,11/02/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Park - Royal Park,Water,Water,1,kL,1.36,02/06/2014 12:00:00 AM,05/05/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Royal Park West Residence,Water,Water,29,kL,39.44,02/06/2014 12:00:00 AM,05/05/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Newmarket,Water,Water,6,kL,11.7138461538,05/07/2013 12:00:00 AM,08/05/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Newmarket,Water,Water,71,kL,96.56,08/06/2013 12:00:00 AM,11/04/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Newmarket,Water,Water,2318,kL,3152.48,11/05/2013 12:00:00 AM,02/06/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Reserve - Newmarket,Water,Water,909,kL,1236.24,02/07/2014 12:00:00 AM,05/06/2014 12:00:00 AM,CoM,,
